Cosmic Time [Gyr],SFR [Msun/yr],Metallicity
2.97550000,271.91795939,0.02185466
2.98750000,287.40103902,0.02208912
2.99950000,297.59202776,0.02254761
3.01150000,311.15369784,0.02310437
3.02350000,318.35506730,0.02362799
3.03550000,318.76073120,0.02426271
3.04750000,320.88602814,0.02511383
3.05950000,314.21182057,0.02619248
3.07150000,305.22387583,0.02701321
3.08350000,295.33821659,0.02802456
3.09550000,277.51082785,0.02899824
3.10750000,263.93819580,0.02972209
3.11950000,250.23346256,0.03028172
3.13150000,232.68738385,0.03071382
3.14350000,220.07297361,0.03116230
3.15550000,210.52238035,0.03141628
3.16750000,201.01811173,0.03160257
3.17950000,194.54133994,0.03169327
3.19150000,185.68900149,0.03161573
3.20350000,180.01599389,0.03153026
3.21550000,172.14247295,0.03153977
3.22750000,159.31807243,0.03130280
3.23950000,160.17061392,0.03117264
3.25150000,159.66922511,0.03092287
3.26350000,159.68741863,0.03051480
3.27550000,158.94905302,0.03022297
3.28750000,157.78598628,0.02971982
3.29950000,155.89599746,0.02933172
3.31150000,150.80284610,0.02894262
3.32350000,143.79120056,0.02857115
3.33550000,141.54356694,0.02834169
3.34750000,137.41599227,0.02815515
3.35950000,133.61771085,0.02786523
3.37150000,131.47421269,0.02764123
3.38350000,128.36381375,0.02749067
3.39550000,127.27944125,0.02749623
3.40750000,125.91100440,0.02726845
3.41950000,126.71288922,0.02686742
3.43150000,130.55427467,0.02678669
3.44350000,133.32829119,0.02664897
3.45550000,134.77354005,0.02666570
3.46750000,136.28399290,0.02653129
3.47950000,135.43663768,0.02676874
3.49150000,134.31748617,0.02686645
3.50350000,133.62249238,0.02684131
3.51550000,133.14914599,0.02689513
3.52750000,133.01846548,0.02696177
3.53950000,133.29845575,0.02698385
3.55150000,137.72331425,0.02701711
3.56350000,141.87925373,0.02698412
3.57550000,144.27624072,0.02688820
3.58750000,149.60480145,0.02681406
3.59950000,151.46038482,0.02681812
3.61150000,153.29101480,0.02696194
3.62350000,153.52415332,0.02718437
3.63550000,154.28351014,0.02731921
3.64750000,155.44532591,0.02752356
3.65950000,149.85660118,0.02764701
3.67150000,147.03986946,0.02796306
3.68350000,139.59613457,0.02801186
3.69550000,137.55843756,0.02821059
3.70750000,136.79352643,0.02843038
3.71950000,135.55890993,0.02869385
3.73150000,134.88349030,0.02883688
3.74350000,137.12394135,0.02905337
3.75550000,137.82717593,0.02927240
3.76750000,138.11064338,0.02950199
3.77950000,141.14180234,0.02985649
3.79150000,138.96480233,0.03022227
3.80350000,140.92466993,0.03037029
3.81550000,143.89300167,0.03041837
3.82750000,145.94990162,0.03026851
3.83950000,147.51237257,0.03030346
3.85150000,147.46094464,0.03010571
3.86350000,145.97421610,0.03016780
3.87550000,145.78081203,0.03003252
3.88750000,145.16436952,0.03003572
3.89950000,147.55821667,0.02995252
3.91150000,143.38659944,0.02982100
3.92350000,141.82360344,0.02939903
3.93550000,141.44477557,0.02949839
3.94750000,138.37676764,0.02951827
3.95950000,137.99082740,0.02940730
3.97150000,137.89738561,0.02952834
3.98350000,134.70893558,0.02965039
3.99550000,138.18025293,0.02980831
4.00750000,137.04925781,0.02987406
4.01950000,139.79356775,0.02959582
4.03150000,143.99534893,0.02972896
4.04350000,150.79550250,0.02969780
4.05550000,154.62131369,0.02993528
4.06750000,158.79687085,0.02982851
4.07950000,164.47065607,0.02953568
4.09150000,167.23271644,0.02936409
4.10350000,165.26095505,0.02894312
4.11550000,167.72447258,0.02874438
4.12750000,166.08283608,0.02875120
4.13950000,166.18160974,0.02854589
4.15150000,162.17582893,0.02825196
4.16350000,162.56942183,0.02837301
4.17550000,160.48215036,0.02845885
4.18750000,161.90497137,0.02860960
4.19950000,163.95979498,0.02859067
4.21150000,168.55788167,0.02829715
4.22350000,173.79567316,0.02849889
4.23550000,178.97238034,0.02846345
4.24750000,182.57626549,0.02869361
4.25950000,191.38495565,0.02888344
4.27150000,194.48031638,0.02898278
4.28350000,198.55168149,0.02917627
4.29550000,199.98890529,0.02945609
4.30750000,204.87653581,0.02973678
4.31950000,204.80878777,0.03000960
4.33150000,207.99558709,0.03028616
4.34350000,211.40156109,0.03072257
4.35550000,218.10906951,0.03137799
4.36750000,223.77643165,0.03196076
4.37950000,230.98874957,0.03238718
4.39150000,233.45586719,0.03270736
4.40350000,233.74829517,0.03295600
4.41550000,233.99953159,0.03345049
4.42750000,234.10671953,0.03399316
4.43950000,231.47433269,0.03449762
4.45150000,226.69932237,0.03479969
4.46350000,220.76226741,0.03524742
4.47550000,215.32109339,0.03575286
4.48750000,211.43528859,0.03606506
4.49950000,205.16053660,0.03657464
4.51150000,203.56830273,0.03699006
4.52350000,203.83977769,0.03742260
4.53550000,207.13986845,0.03784544
4.54750000,211.02965376,0.03831501
4.55950000,215.38443018,0.03888452
4.57150000,217.49613563,0.03929998
4.58350000,214.29934093,0.03977225
4.59550000,216.35388130,0.04042554
4.60750000,217.46020875,0.04096119
4.61950000,213.34375254,0.04144924
4.63150000,205.97937217,0.04189894
4.64350000,204.22357319,0.04257478
4.65550000,204.14007249,0.04321241
4.66750000,199.75047234,0.04363726
4.67950000,199.30488598,0.04424044
4.69150000,195.36889631,0.04500113
4.70350000,198.39404272,0.04536132
4.71550000,199.85890240,0.04570265
4.72750000,199.23402811,0.04635418
4.73950000,198.38956408,0.04714165
4.75150000,194.45886738,0.04792605
4.76350000,195.26533372,0.04866750
4.77550000,191.80851136,0.04945591
4.78750000,194.44548230,0.05027709
4.79950000,195.72973229,0.05106542
4.81150000,195.47589305,0.05155695
4.82350000,198.11738563,0.05236260
4.83550000,204.59035325,0.05301241
4.84750000,210.97982354,0.05341859
4.85950000,218.09238743,0.05391150
4.87150000,224.45094155,0.05475274
4.88350000,231.51935393,0.05527687
4.89550000,243.30372870,0.05752329
4.90750000,250.12412435,0.05960715
4.91950000,244.50052265,0.06055830
4.93150000,236.48778122,0.06010281
4.94350000,221.61569287,0.05857421
4.95550000,203.06326403,0.05604482
4.96750000,178.07137781,0.05262206
4.97950000,154.85925714,0.04914923
4.99150000,129.91116354,0.04544440
5.00350000,103.86368359,0.04077599
5.01550000,80.28780005,0.03659898
5.02750000,60.66384664,0.03291638
5.03950000,44.28043339,0.02951156
5.05150000,33.82496974,0.02773025
5.06350000,27.65052756,0.02648413
5.07550000,30.00211250,0.02628820
5.08750000,36.27825781,0.02789238
5.09950000,35.97483734,0.02778362
5.11150000,37.64005790,0.02790740
5.12350000,38.52452080,0.02792659
5.13550000,39.35167319,0.02784979
5.14750000,41.72942865,0.02810852
5.15950000,44.11610380,0.02887827
5.17150000,46.02506257,0.02960670
5.18350000,46.23173112,0.03014708
5.19550000,45.24768740,0.02982017
5.20750000,43.13132180,0.03042098
5.21950000,41.36039309,0.03100134
5.23150000,37.00604359,0.03140578
5.24350000,34.70641282,0.03221017
5.25550000,31.32074154,0.03225418
5.26750000,28.00133954,0.03258286
5.27950000,25.11671346,0.03227070
5.29150000,23.39388264,0.03189029
5.30350000,22.06205664,0.03176948
5.31550000,21.19439674,0.03114143
5.32750000,22.06771038,0.03082255
5.33950000,22.75962372,0.03031420
5.35150000,23.39314529,0.03053615
5.36350000,23.50851703,0.03000226
5.37550000,23.94598361,0.02893373
5.38750000,23.91822514,0.02823479
5.39950000,23.29577462,0.02810754
5.41150000,23.89452785,0.02795143
5.42350000,22.98524290,0.02809734
5.43550000,22.54825818,0.02837667
5.44750000,22.14687514,0.02862963
5.45950000,21.52928041,0.02821568
5.47150000,20.67819935,0.02741885
5.48350000,20.06487347,0.02701116
5.49550000,19.03908523,0.02670960
5.50750000,19.03262001,0.02692692
5.51950000,18.97119061,0.02749768
5.53150000,19.77102160,0.02797847
5.54350000,20.00480086,0.02816205
5.55550000,20.15136553,0.02672668
5.56750000,20.49433597,0.02630565
5.57950000,21.08031384,0.02658920
5.59150000,21.02816387,0.02637426
5.60350000,21.66220031,0.02593950
5.61550000,21.72705748,0.02520511
5.62750000,21.43376155,0.02487322
5.63950000,22.01064223,0.02460692
5.65150000,22.74777542,0.02453077
5.66350000,24.05831875,0.02483787
5.67550000,25.39079344,0.02528649
5.68750000,26.10925738,0.02621713
5.69950000,26.40882812,0.02654954
5.71150000,25.51102428,0.02587170
5.72350000,23.96938640,0.02420601
5.73550000,21.33764730,0.02241010
5.74750000,19.22255884,0.02090016
5.75950000,16.40355396,0.02022380
5.77150000,14.49997112,0.01928005
5.78350000,12.10724347,0.01745247
5.79550000,10.09802193,0.01620651
5.80750000,8.89476942,0.01564527
5.81950000,7.96539070,0.01500036
5.83150000,7.93324002,0.01515612
5.84350000,9.03308506,0.01584896
5.85550000,11.19205239,0.01646225
5.86750000,12.55087878,0.01723410
5.87950000,13.92033716,0.01860177
5.89150000,14.44797924,0.01840544
5.90350000,14.55506661,0.01866862
5.91550000,14.70140837,0.01772568
5.92750000,14.34144446,0.01763050
5.93950000,14.28889819,0.01753956
5.95150000,13.92061940,0.01772156
5.96350000,13.09322263,0.01748545
5.97550000,12.65078873,0.01719647
5.98750000,12.81763323,0.01808192
5.99950000,12.75814462,0.01770903
6.01150000,12.82921872,0.01794073
6.02350000,12.59193306,0.01741728
6.03550000,12.44092822,0.01809379
6.04750000,12.77975359,0.01888871
6.05950000,12.96247275,0.01962346
6.07150000,12.87114616,0.02022325
6.08350000,12.53909569,0.02022285
6.09550000,11.51354392,0.01957390
6.10750000,11.52034816,0.01874706
6.11950000,11.47566811,0.01896204
6.13150000,11.30551718,0.01858162
6.14350000,11.69041065,0.01843998
6.15550000,11.07546741,0.01747770
6.16750000,12.71200719,0.01860302
6.17950000,14.03449454,0.01953056
6.19150000,14.35634185,0.01953475
6.20350000,15.24693894,0.02017140
6.21550000,15.78240724,0.02037453
6.22750000,16.69157437,0.02133384
6.23950000,16.81286507,0.02128725
6.25150000,17.56365968,0.02158646
6.26350000,17.57468379,0.02136369
6.27550000,17.06114086,0.02071369
6.28750000,17.23999433,0.02021903
6.29950000,17.17388752,0.01974894
6.31150000,17.16808014,0.01929774
6.32350000,16.72133491,0.01849915
6.33550000,17.30075191,0.01835496
6.34750000,17.47950861,0.01825640
6.35950000,18.78285204,0.01853507
6.37150000,19.18754114,0.01826038
6.38350000,19.86649166,0.01842460
6.39550000,20.81392097,0.01848938
6.40750000,21.91582153,0.01869566
6.41950000,22.94069450,0.01922384
6.43150000,22.52700200,0.01870343
6.44350000,23.21658029,0.01882648
6.45550000,22.32401702,0.01864150
6.46750000,23.24837483,0.01881380
6.47950000,23.35464041,0.01915095
6.49150000,23.37078798,0.01936478
6.50350000,23.47178556,0.01954210
6.51550000,23.41556900,0.01939257
6.52750000,23.27882917,0.01910691
6.53950000,24.96437019,0.01925993
6.55150000,26.29984135,0.01979344
6.56350000,27.27426415,0.02002680
6.57550000,28.19448954,0.02001670
6.58750000,27.89023742,0.02024038
6.59950000,26.51188281,0.01942459
6.61150000,24.61440452,0.01906747
6.62350000,21.61951385,0.01844082
6.63550000,19.12447781,0.01865886
6.64750000,16.97245101,0.01841768
6.65950000,14.94477246,0.01855380
6.67150000,12.12060738,0.01787030
6.68350000,10.37849128,0.01753113
6.69550000,9.70126130,0.01804343
6.70750000,9.25796517,0.01825016
6.71950000,9.75535961,0.01917080
6.73150000,10.95000886,0.01951693
6.74350000,11.90835008,0.02020016
6.75550000,12.09364905,0.01979679
6.76750000,12.29300855,0.01995753
6.77950000,12.37760311,0.01975439
6.79150000,11.91545866,0.01917391
6.80350000,11.18782976,0.01920017
6.81550000,9.65217061,0.01784619
6.82750000,8.89291320,0.01743829
6.83950000,9.17030912,0.01743532
6.85150000,9.43791205,0.01729099
6.86350000,8.84095429,0.01598822
6.87550000,10.15148404,0.01672781
6.88750000,10.96659766,0.01681886
6.89950000,11.51619286,0.01712557
6.91150000,11.84873621,0.01748987
6.92350000,12.08648653,0.01745262
6.93550000,12.27790919,0.01799104
6.94750000,11.98411190,0.01772395
6.95950000,12.40295775,0.01805744
6.97150000,12.35150058,0.01818822
6.98350000,11.60349183,0.01808039
6.99550000,10.93460817,0.01772876
7.00750000,10.53733588,0.01685013
7.01950000,11.18455636,0.01750079
7.03150000,11.63297971,0.01790354
7.04350000,11.81606210,0.01768793
7.05550000,10.87996920,0.01677866
7.06750000,11.53752269,0.01704248
7.07950000,11.70205726,0.01741600
7.09150000,11.64940174,0.01698013
7.10350000,11.40976708,0.01632670
7.11550000,11.09983082,0.01598880
7.12750000,11.05304056,0.01561725
7.13950000,10.94256347,0.01540306
7.15150000,10.69366244,0.01515577
7.16350000,10.83784583,0.01499046
7.17550000,10.91150921,0.01492763
7.18750000,10.89176615,0.01470170
7.19950000,11.40714251,0.01514375
7.21150000,11.51968627,0.01602962
7.22350000,11.48148375,0.01626133
7.23550000,10.67501903,0.01599312
7.24750000,9.86644391,0.01570601
7.25950000,9.39656761,0.01593851
7.27150000,9.05735171,0.01600837
7.28350000,9.19017937,0.01597992
7.29550000,8.88769122,0.01636836
7.30750000,8.92414540,0.01673183
7.31950000,9.39982931,0.01733483
7.33150000,10.27440352,0.01827151
7.34350000,11.05977523,0.01889427
7.35550000,12.51251716,0.01956696
7.36750000,13.11485217,0.02044761
7.37950000,13.83776137,0.02100643
7.39150000,14.24097809,0.02143019
7.40350000,13.99659646,0.02098027
7.41550000,13.34674910,0.02011016
7.42750000,12.40005431,0.01970432
7.43950000,11.61578196,0.01881603
7.45150000,10.72656037,0.01873908
7.46350000,9.96256131,0.01850232
7.47550000,8.65702658,0.01791995
7.48750000,7.60884123,0.01773300
7.49950000,7.47394019,0.01789269
7.51150000,7.13228786,0.01796871
7.52350000,7.50118215,0.01855462
7.53550000,7.79070695,0.01874236
7.54750000,8.49144404,0.01978952
7.55950000,8.24883152,0.01949429
7.57150000,8.65855028,0.01908913
7.58350000,8.71448556,0.01867573
7.59550000,8.63605664,0.01845966
7.60750000,8.73464056,0.01787974
7.61950000,8.76270626,0.01743525
7.63150000,8.61047506,0.01722572
7.64350000,8.24548517,0.01693266
7.65550000,7.42031223,0.01623826
7.66750000,6.89127816,0.01548809
7.67950000,7.13630190,0.01562277
7.69150000,7.21135885,0.01593544
7.70350000,7.71933733,0.01619265
7.71550000,8.19923169,0.01615726
7.72750000,8.68078174,0.01662940
7.73950000,9.22910899,0.01751093
7.75150000,9.41092746,0.01706291
7.76350000,9.65645481,0.01696316
7.77550000,9.61263392,0.01768064
7.78750000,9.80261034,0.01784092
7.79950000,10.07298333,0.01802660
7.81150000,9.94173768,0.01868509
7.82350000,9.51758913,0.01847118
7.83550000,8.70610662,0.01787526
7.84750000,7.86076057,0.01763701
7.85950000,7.31851498,0.01715888
7.87150000,7.14270003,0.01724851
7.88350000,6.57181232,0.01656152
7.89550000,6.57271616,0.01643390
7.90750000,6.07533597,0.01615887
7.91950000,5.83541274,0.01628179
7.93150000,5.50011823,0.01560228
7.94350000,4.90120146,0.01479406
7.95550000,4.29231643,0.01521993
7.96750000,4.46838968,0.01548019
7.97950000,5.06056061,0.01568016
7.99150000,5.43240595,0.01632692
8.00350000,6.29894599,0.01684195
8.01550000,7.39093954,0.01712616
8.02750000,8.69991112,0.01736946
8.03950000,9.70827652,0.01775932
8.05150000,10.38421147,0.01797829
8.06350000,11.39067958,0.01800774
8.07550000,12.06352035,0.01799862
8.08750000,12.45682520,0.01825436
8.09950000,12.79406121,0.01824125
8.11150000,13.05409801,0.01837038
8.12350000,12.85710031,0.01863557
8.13550000,12.39024309,0.01896163
8.14750000,11.56353612,0.01926475
8.15950000,10.89235594,0.01921895
8.17150000,10.01554610,0.01898988
8.18350000,9.21813113,0.01871721
8.19550000,8.39473005,0.01812039
8.20750000,7.73043341,0.01720554
8.21950000,6.75612097,0.01638205
8.23150000,5.87070634,0.01602698
8.24350000,5.77457586,0.01546751
8.25550000,5.84803997,0.01523532
8.26750000,5.83004429,0.01481237
8.27950000,6.16521233,0.01491994
8.29150000,6.38363571,0.01489415
8.30350000,6.77375300,0.01552889
8.31550000,6.75612068,0.01630730
8.32750000,6.82050576,0.01683311
8.33950000,6.76382979,0.01688074
8.35150000,6.58344644,0.01712033
8.36350000,5.99576303,0.01690079
8.37550000,5.61114557,0.01720217
8.38750000,5.24788804,0.01751551
8.39950000,4.72470815,0.01717027
8.41150000,4.13051600,0.01622675
8.42350000,4.10006599,0.01660296
8.43550000,4.17869907,0.01609948
8.44750000,4.19455879,0.01583259
8.45950000,4.07684727,0.01515019
8.47150000,3.92938961,0.01467775
8.48350000,3.60579734,0.01387979
8.49550000,4.00431281,0.01426667
8.50750000,4.38560920,0.01374678
8.51950000,5.12057596,0.01416892
8.53150000,5.57754771,0.01358030
8.54350000,5.94312482,0.01370861
8.55550000,6.63255728,0.01395804
8.56750000,7.17904324,0.01458238
8.57950000,7.34250838,0.01493257
8.59150000,7.56395397,0.01511759
8.60350000,7.66961504,0.01475042
8.61550000,8.36911400,0.01588134
8.62750000,8.62567018,0.01630500
8.63950000,8.92031123,0.01692388
8.65150000,8.72849575,0.01733705
8.66350000,9.05172998,0.01784674
8.67550000,9.05150146,0.01854283
8.68750000,9.48676906,0.01935668
8.69950000,9.62136604,0.01971495
8.71150000,9.75560027,0.01980512
8.72350000,9.87026643,0.01994130
8.73550000,9.75839949,0.01976712
8.74750000,9.58965674,0.02026827
8.75950000,9.23154495,0.02016815
8.77150000,8.53454026,0.01960907
8.78350000,8.03452678,0.01884121
8.79550000,7.59548173,0.01823463
8.80750000,7.62226453,0.01826798
8.81950000,7.28893893,0.01841173
8.83150000,7.39468283,0.01842155
8.84350000,7.35521228,0.01851380
8.85550000,7.50329391,0.01857286
8.86750000,7.28527158,0.01853504
8.87950000,7.24190423,0.01833382
8.89150000,7.40253049,0.01769805
8.90350000,7.76743722,0.01766514
8.91550000,7.87903386,0.01744275
8.92750000,7.60085777,0.01659590
8.93950000,7.64610728,0.01676899
8.95150000,7.15266631,0.01567380
8.96350000,6.59657876,0.01497038
8.97550000,5.90663419,0.01416853
8.98750000,5.38762542,0.01335060
8.99950000,5.04345943,0.01350119
9.01150000,4.68190681,0.01361355
9.02350000,4.58263304,0.01357251
9.03550000,4.39607970,0.01366892
9.04750000,4.17525750,0.01420623
9.05950000,3.92351082,0.01468220
9.07150000,4.08334966,0.01498059
9.08350000,4.01671584,0.01494136
9.09550000,4.31293786,0.01559178
9.10750000,4.32280312,0.01536366
9.11950000,4.54794542,0.01543418
9.13150000,4.86125533,0.01518222
9.14350000,4.77255739,0.01539334
9.15550000,4.78356599,0.01545041
9.16750000,4.66787914,0.01491783
9.17950000,4.48859183,0.01416652
9.19150000,4.55117664,0.01447191
9.20350000,4.46782312,0.01403225
9.21550000,4.46365728,0.01376050
9.22750000,4.59651566,0.01430196
9.23950000,4.57188582,0.01446505
9.25150000,4.44032252,0.01433047
9.26350000,4.51425363,0.01424693
9.27550000,4.40865792,0.01400358
9.28750000,4.33087285,0.01313257
9.29950000,4.18466348,0.01224600
9.31150000,3.98018809,0.01217076
9.32350000,3.97077331,0.01236144
9.33550000,3.62250975,0.01223935
9.34750000,3.69305668,0.01262056
9.35950000,3.49004418,0.01229005
9.37150000,3.58432151,0.01290599
9.38350000,3.49531978,0.01298001
9.39550000,3.40452256,0.01323578
9.40750000,3.57295661,0.01371976
