Cosmic Time [Gyr],SFR [Msun/yr],Metallicity
2.97550000,215.99488820,0.02706244
2.98750000,218.91220820,0.02712819
2.99950000,217.78164178,0.02724122
3.01150000,220.39228418,0.02748427
3.02350000,218.79285271,0.02768383
3.03550000,214.63549338,0.02771058
3.04750000,216.61317704,0.02786785
3.05950000,210.87175301,0.02796095
3.07150000,209.63535372,0.02790499
3.08350000,210.40179027,0.02800376
3.09550000,210.33945651,0.02825471
3.10750000,212.26307812,0.02845600
3.11950000,215.73099388,0.02850535
3.13150000,215.39498382,0.02862008
3.14350000,217.79158302,0.02881110
3.15550000,216.83402357,0.02894211
3.16750000,215.84226547,0.02916266
3.17950000,215.06621364,0.02936700
3.19150000,211.39427782,0.02973819
3.20350000,204.99000239,0.03009305
3.21550000,199.12590383,0.03043271
3.22750000,186.19586205,0.03063455
3.23950000,184.31300718,0.03089056
3.25150000,179.01813255,0.03129836
3.26350000,181.92521203,0.03165767
3.27550000,180.34409388,0.03222644
3.28750000,180.05827933,0.03286795
3.29950000,181.71667426,0.03324390
3.31150000,180.56731567,0.03366871
3.32350000,178.91815559,0.03406683
3.33550000,179.62490708,0.03443262
3.34750000,175.71853763,0.03502712
3.35950000,170.80646222,0.03560312
3.37150000,166.86670236,0.03603464
3.38350000,160.91869035,0.03648535
3.39550000,155.30788459,0.03693392
3.40750000,150.79408411,0.03735060
3.41950000,149.90515762,0.03753036
3.43150000,150.10001127,0.03786712
3.44350000,151.20217021,0.03831746
3.45550000,150.57267267,0.03868638
3.46750000,151.81064081,0.03895849
3.47950000,150.66373094,0.03909501
3.49150000,150.27230352,0.03914412
3.50350000,150.14770933,0.03867757
3.51550000,150.01673896,0.03846340
3.52750000,149.94015895,0.03825128
3.53950000,147.70434509,0.03830458
3.55150000,148.36785357,0.03825816
3.56350000,150.37798374,0.03831509
3.57550000,149.76457812,0.03850428
3.58750000,151.16109068,0.03864577
3.59950000,149.98114834,0.03886445
3.61150000,150.41648123,0.03886958
3.62350000,145.62245493,0.03928885
3.63550000,143.19693127,0.03937907
3.64750000,142.50180208,0.03968953
3.65950000,138.79124656,0.03920007
3.67150000,137.34635630,0.03906337
3.68350000,133.91247916,0.03936004
3.69550000,134.80907285,0.03950771
3.70750000,132.63222703,0.03993890
3.71950000,130.32680813,0.04004409
3.73150000,129.09204882,0.04071843
3.74350000,129.81295930,0.04122794
3.75550000,129.27216380,0.04204024
3.76750000,126.98145487,0.04263278
3.77950000,124.61270356,0.04305292
3.79150000,119.80086134,0.04337882
3.80350000,116.12632504,0.04324718
3.81550000,113.88370115,0.04328482
3.82750000,112.17027555,0.04263387
3.83950000,111.66899836,0.04230601
3.85150000,111.85521599,0.04179862
3.86350000,109.53496353,0.04228816
3.87550000,108.63086296,0.04244130
3.88750000,107.61554246,0.04262473
3.89950000,106.79272367,0.04270539
3.91150000,105.56651155,0.04267333
3.92350000,107.53964206,0.04288279
3.93550000,110.13337345,0.04341046
3.94750000,110.88893959,0.04381536
3.95950000,110.58545547,0.04409424
3.97150000,110.05056211,0.04451095
3.98350000,107.15400784,0.04465266
3.99550000,107.08406914,0.04503369
4.00750000,104.14929793,0.04539498
4.01950000,102.54529442,0.04551474
4.03150000,100.29915333,0.04573661
4.04350000,100.10362698,0.04609983
4.05550000,95.53994683,0.04633407
4.06750000,92.66233027,0.04625505
4.07950000,88.70395245,0.04619885
4.09150000,84.90395174,0.04588935
4.10350000,82.71375936,0.04579160
4.11550000,82.38776756,0.04515719
4.12750000,80.93028016,0.04528803
4.13950000,78.15933593,0.04485873
4.15150000,73.82059117,0.04484760
4.16350000,70.84110564,0.04510013
4.17550000,68.51633363,0.04540076
4.18750000,65.62093427,0.04608826
4.19950000,63.68280112,0.04602781
4.21150000,62.89415332,0.04613225
4.22350000,62.11804283,0.04649371
4.23550000,63.19075997,0.04662837
4.24750000,61.42202456,0.04660822
4.25950000,62.93192107,0.04654341
4.27150000,61.16757334,0.04618771
4.28350000,62.23987807,0.04564531
4.29550000,61.75509123,0.04513821
4.30750000,62.38073475,0.04448493
4.31950000,60.50714863,0.04407195
4.33150000,61.21312103,0.04350736
4.34350000,62.11468538,0.04340106
4.35550000,63.56679477,0.04358130
4.36750000,63.43112572,0.04322302
4.37950000,63.25453322,0.04317189
4.39150000,61.51343854,0.04266690
4.40350000,60.17600044,0.04265708
4.41550000,60.80090716,0.04269182
4.42750000,61.49200410,0.04258317
4.43950000,62.17188413,0.04265148
4.45150000,61.24976148,0.04210852
4.46350000,60.32691578,0.04188833
4.47550000,60.33485973,0.04146222
4.48750000,59.10153880,0.04123255
4.49950000,58.15590558,0.04112038
4.51150000,61.03599715,0.04093542
4.52350000,63.82233141,0.04065438
4.53550000,66.49294689,0.04028202
4.54750000,68.09873941,0.03953685
4.55950000,68.54748775,0.03900893
4.57150000,69.11469832,0.03861010
4.58350000,67.60396150,0.03801727
4.59550000,69.12791236,0.03776389
4.60750000,70.05818210,0.03778085
4.61950000,69.91947402,0.03768723
4.63150000,68.79018056,0.03771970
4.64350000,68.38268251,0.03759448
4.65550000,67.96611436,0.03791526
4.66750000,67.91309040,0.03834861
4.67950000,66.91605356,0.03913925
4.69150000,65.76754984,0.03991627
4.70350000,66.98781213,0.04035860
4.71550000,67.72106229,0.04048832
4.72750000,68.59579465,0.04099579
4.73950000,68.56827150,0.04140491
4.75150000,67.18828583,0.04165567
4.76350000,67.60512196,0.04183554
4.77550000,66.51341278,0.04180836
4.78750000,65.57621318,0.04209736
4.79950000,64.18893820,0.04206035
4.81150000,62.57867691,0.04210441
4.82350000,61.43517813,0.04217573
4.83550000,61.42345991,0.04205339
4.84750000,61.91399971,0.04187891
4.85950000,61.47769673,0.04228218
4.87150000,61.93988095,0.04236889
4.88350000,62.09410424,0.04205759
4.89550000,63.68150404,0.04208120
4.90750000,64.43739829,0.04240358
4.91950000,63.55354464,0.04264682
4.93150000,64.61065902,0.04252715
4.94350000,64.13241705,0.04231625
4.95550000,65.57648495,0.04245077
4.96750000,64.65516285,0.04216722
4.97950000,65.07589811,0.04177733
4.99150000,65.14357638,0.04152150
5.00350000,65.14171477,0.04172518
5.01550000,65.92155967,0.04157994
5.02750000,66.63012834,0.04154318
5.03950000,66.82382341,0.04076105
5.05150000,66.15769937,0.04078100
5.06350000,65.81191591,0.04057812
5.07550000,64.16353507,0.04071594
5.08750000,61.45866090,0.04155377
5.09950000,58.61413572,0.04203563
5.11150000,57.55240474,0.04304133
5.12350000,53.83857024,0.04359409
5.13550000,50.59267961,0.04395092
5.14750000,48.63799206,0.04434252
5.15950000,45.46029292,0.04520092
5.17150000,45.48848972,0.04578407
5.18350000,44.56606671,0.04664472
5.19550000,45.13867303,0.04706410
5.20750000,43.93432787,0.04687265
5.21950000,45.26058540,0.04710551
5.23150000,43.42871863,0.04658189
5.24350000,42.40401926,0.04633278
5.25550000,40.22695545,0.04665753
5.26750000,39.02953398,0.04643116
5.27950000,35.45770576,0.04614984
5.29150000,36.75878810,0.04664178
5.30350000,35.95896090,0.04718190
5.31550000,35.12380794,0.04698901
5.32750000,35.58617198,0.04772133
5.33950000,35.68033390,0.04815617
5.35150000,35.62384433,0.04868597
5.36350000,35.94068471,0.04799095
5.37550000,36.39093272,0.04825509
5.38750000,35.53883949,0.04761499
5.39950000,35.51463676,0.04720193
5.41150000,36.05029606,0.04686613
5.42350000,34.18097858,0.04617595
5.43550000,34.29783825,0.04534633
5.44750000,33.34918805,0.04478893
5.45950000,32.66502944,0.04391383
5.47150000,32.17051539,0.04372377
5.48350000,34.81579583,0.04439333
5.49550000,36.07029438,0.04451359
5.50750000,37.68013245,0.04438147
5.51950000,39.46012246,0.04493030
5.53150000,41.38154737,0.04538733
5.54350000,41.18029432,0.04511049
5.55550000,42.15978892,0.04448587
5.56750000,41.98982438,0.04541177
5.57950000,41.57954856,0.04535487
5.59150000,40.10633344,0.04626750
5.60350000,38.26397864,0.04639524
5.61550000,36.86157702,0.04629391
5.62750000,34.74522034,0.04627964
5.63950000,32.45987571,0.04727161
5.65150000,31.07936422,0.04742062
5.66350000,29.09979336,0.04729167
5.67550000,28.10419890,0.04702133
5.68750000,26.84462488,0.04649817
5.69950000,27.26991929,0.04579946
5.71150000,27.28681032,0.04561561
5.72350000,26.65628033,0.04500148
5.73550000,26.17588149,0.04427873
5.74750000,25.71484811,0.04367326
5.75950000,24.06104188,0.04315068
5.77150000,24.32019153,0.04304028
5.78350000,23.71218588,0.04331751
5.79550000,22.64166393,0.04218253
5.80750000,24.22251228,0.04295928
5.81950000,24.53484157,0.04398383
5.83150000,24.81451628,0.04460473
5.84350000,25.39939303,0.04538375
5.85550000,25.44283394,0.04578777
5.86750000,25.34025248,0.04646774
5.87950000,26.73595938,0.04761569
5.89150000,26.89825677,0.04790237
5.90350000,26.78825019,0.04780607
5.91550000,26.66117108,0.04649267
5.92750000,26.19364813,0.04667488
5.93950000,25.39129048,0.04516221
5.95150000,24.23286463,0.04367711
5.96350000,23.33121158,0.04308449
5.97550000,23.21260707,0.04276548
5.98750000,22.76436264,0.04216814
5.99950000,22.76319795,0.04267771
6.01150000,22.72365680,0.04285420
6.02350000,22.28953501,0.04195632
6.03550000,23.36064030,0.04283497
6.04750000,23.61389208,0.04285174
6.05950000,24.07250945,0.04303981
6.07150000,24.41861581,0.04283272
6.08350000,23.19328035,0.04113600
6.09550000,22.11227086,0.04052361
6.10750000,22.10043264,0.04040487
6.11950000,21.67309650,0.04029961
6.13150000,21.00732868,0.03936173
6.14350000,20.35484786,0.03912258
6.15550000,19.77023068,0.03934666
6.16750000,19.10205211,0.03916134
6.17950000,18.19251777,0.03878266
6.19150000,16.48565378,0.03781883
6.20350000,16.31089049,0.03702131
6.21550000,15.91393601,0.03609296
6.22750000,16.14755792,0.03600224
6.23950000,15.73489454,0.03514755
6.25150000,16.05375908,0.03502312
6.26350000,15.84470845,0.03509293
6.27550000,15.92734849,0.03457695
6.28750000,16.51138873,0.03617643
6.29950000,16.98825029,0.03634219
6.31150000,17.14718056,0.03597009
6.32350000,17.29683377,0.03593099
6.33550000,18.19596577,0.03573980
6.34750000,18.01741947,0.03521741
6.35950000,17.69785918,0.03487064
6.37150000,16.98730837,0.03417241
6.38350000,16.36820130,0.03346137
6.39550000,16.82527234,0.03333208
6.40750000,17.12184903,0.03341259
6.41950000,16.56667396,0.03299023
6.43150000,16.49025220,0.03274944
6.44350000,16.42852829,0.03319485
6.45550000,15.82773036,0.03363516
6.46750000,16.77207274,0.03315776
6.47950000,16.24557630,0.03285839
6.49150000,17.29767058,0.03267008
6.50350000,17.73676969,0.03247210
6.51550000,18.77008117,0.03230316
6.52750000,19.33000593,0.03144644
6.53950000,20.70337464,0.03168207
6.55150000,20.65109271,0.03113989
6.56350000,21.11537959,0.03082311
6.57550000,21.82412337,0.03153278
6.58750000,22.13501540,0.03130092
6.59950000,21.53113095,0.03096546
6.61150000,20.72855286,0.03032459
6.62350000,19.53649595,0.03090176
6.63550000,18.14918818,0.03103774
6.64750000,17.04258443,0.03053290
6.65950000,17.42673793,0.03063530
6.67150000,17.16737417,0.03080188
6.68350000,17.36623776,0.03093854
6.69550000,16.96092671,0.03050147
6.70750000,17.67063149,0.03071581
6.71950000,17.09384169,0.03033612
6.73150000,17.86281668,0.03064289
6.74350000,18.15606459,0.03004458
6.75550000,19.41591930,0.03054308
6.76750000,19.70833857,0.03000105
6.77950000,20.37820959,0.02990903
6.79150000,20.74318263,0.03005611
6.80350000,20.44089456,0.03055572
6.81550000,21.14488384,0.03091853
6.82750000,21.63031635,0.03084120
6.83950000,22.07170970,0.03022791
6.85150000,22.81987739,0.03052466
6.86350000,22.34878120,0.03006782
6.87550000,21.79713181,0.02981050
6.88750000,21.02581911,0.03013255
6.89950000,20.66994522,0.03037660
6.91150000,20.00750962,0.03071092
6.92350000,20.76110262,0.03071762
6.93550000,21.26918410,0.03058806
6.94750000,21.23871024,0.03058385
6.95950000,21.41400116,0.03048143
6.97150000,21.61051742,0.03086403
6.98350000,21.28808528,0.03127274
6.99550000,22.10200754,0.03157852
7.00750000,23.67614667,0.03149486
7.01950000,24.28798296,0.03133941
7.03150000,24.38868586,0.03103173
7.04350000,24.57085633,0.03105405
7.05550000,23.90126207,0.03061624
7.06750000,23.73447027,0.03089344
7.07950000,23.78307608,0.03150552
7.09150000,24.18847668,0.03207815
7.10350000,24.27744279,0.03200311
7.11550000,23.82225912,0.03177820
7.12750000,23.67408089,0.03093012
7.13950000,23.60113716,0.03064174
7.15150000,23.16813537,0.03018488
7.16350000,23.21079760,0.02956462
7.17550000,23.52664843,0.02907209
7.18750000,23.47747994,0.02833343
7.19950000,22.97205317,0.02751239
7.21150000,22.54275806,0.02697150
7.22350000,21.34330184,0.02630275
7.23550000,20.52254171,0.02577663
7.24750000,19.18071744,0.02522060
7.25950000,18.40448302,0.02508641
7.27150000,17.44872897,0.02527255
7.28350000,17.27550646,0.02510631
7.29550000,16.77528065,0.02494253
7.30750000,15.95758630,0.02481758
7.31950000,16.22619489,0.02474992
7.33150000,17.82010093,0.02503521
7.34350000,18.16475753,0.02530672
7.35550000,18.19404199,0.02539519
7.36750000,17.83448517,0.02579575
7.37950000,17.65371477,0.02605265
7.39150000,17.46207238,0.02664537
7.40350000,17.05594958,0.02671426
7.41550000,16.35959519,0.02664398
7.42750000,15.94025623,0.02666997
7.43950000,15.54449576,0.02676296
7.45150000,14.60949813,0.02603728
7.46350000,15.35273444,0.02648280
7.47550000,14.96085760,0.02631735
7.48750000,14.90379334,0.02669970
7.49950000,14.99857925,0.02681711
7.51150000,15.69168564,0.02700306
7.52350000,15.62965104,0.02724245
7.53550000,15.81665694,0.02789191
7.54750000,16.18753334,0.02805271
7.55950000,16.80535916,0.02839880
7.57150000,17.67017381,0.02827177
7.58350000,18.54052198,0.02836780
7.59550000,19.14438473,0.02802140
7.60750000,20.40218252,0.02774389
7.61950000,21.75296427,0.02727559
7.63150000,21.85141641,0.02637539
7.64350000,22.33834772,0.02554155
7.65550000,22.68118843,0.02518060
7.66750000,22.56134233,0.02453824
7.67950000,23.21924077,0.02422478
7.69150000,23.28409365,0.02410072
7.70350000,24.28998976,0.02430236
7.71550000,25.07544637,0.02492097
7.72750000,24.93560467,0.02488543
7.73950000,25.07663564,0.02528113
7.75150000,24.05763310,0.02596545
7.76350000,22.80266888,0.02701993
7.77550000,21.30917996,0.02754680
7.78750000,19.29227160,0.02773947
7.79950000,16.79929073,0.02705820
7.81150000,13.52027852,0.02622486
7.82350000,10.93038855,0.02616492
7.83550000,8.45089876,0.02570096
7.84750000,6.75367738,0.02523051
7.85950000,5.64726082,0.02493630
7.87150000,5.85793220,0.02490124
7.88350000,5.72015134,0.02484458
7.89550000,7.48673063,0.02529404
7.90750000,8.77636533,0.02603742
7.91950000,9.69104296,0.02600987
7.93150000,10.30855607,0.02699228
7.94350000,10.52600718,0.02697981
7.95550000,10.74770678,0.02750503
7.96750000,11.45083141,0.02762959
7.97950000,12.10036232,0.02812001
7.99150000,12.31514336,0.02773962
8.00350000,12.24827309,0.02833115
8.01550000,11.92081388,0.02862096
8.02750000,11.24354927,0.02819560
8.03950000,10.45866813,0.02769068
8.05150000,9.79494222,0.02735011
8.06350000,9.62541986,0.02768331
8.07550000,9.16658505,0.02689728
8.08750000,9.13514494,0.02700376
8.09950000,9.02283804,0.02718495
8.11150000,8.55642981,0.02705976
8.12350000,7.95035739,0.02641187
8.13550000,7.79785608,0.02582048
8.14750000,8.07372369,0.02600403
8.15950000,8.49886690,0.02561277
8.17150000,8.97421989,0.02657538
8.18350000,9.85314954,0.02702819
8.19550000,10.05051944,0.02742394
8.20750000,10.45457674,0.02820772
8.21950000,10.32590940,0.02797674
8.23150000,10.25574305,0.02832302
8.24350000,10.02073614,0.02801723
8.25550000,9.39471905,0.02784206
8.26750000,8.65816362,0.02677247
8.27950000,8.65650985,0.02609769
8.29150000,8.41618049,0.02565185
8.30350000,8.38590696,0.02454948
8.31550000,7.56316801,0.02340800
8.32750000,7.29533849,0.02349743
8.33950000,6.71951354,0.02311125
8.35150000,6.59933138,0.02243547
8.36350000,6.08896863,0.02224646
8.37550000,6.82278054,0.02268005
8.38750000,7.14012088,0.02296822
8.39950000,7.52315448,0.02391778
8.41150000,7.59886568,0.02440033
8.42350000,7.58872396,0.02466517
8.43550000,7.18037037,0.02472598
8.44750000,6.90878610,0.02402540
8.45950000,7.14671935,0.02366665
8.47150000,7.39991743,0.02366073
8.48350000,7.55502154,0.02425275
8.49550000,7.29791195,0.02464318
8.50750000,7.07828627,0.02511719
8.51950000,7.26976070,0.02629492
8.53150000,7.21229090,0.02602367
8.54350000,7.17177624,0.02653645
8.55550000,7.16409053,0.02665086
8.56750000,7.65830856,0.02718713
8.57950000,7.79799212,0.02758275
8.59150000,8.00086922,0.02799619
8.60350000,7.95308222,0.02773367
8.61550000,7.78048811,0.02641584
8.62750000,7.79752542,0.02595194
8.63950000,8.25806763,0.02600287
8.65150000,8.56105368,0.02577325
8.66350000,8.53027513,0.02544137
8.67550000,8.09418511,0.02407087
8.68750000,8.05910235,0.02381414
8.69950000,7.65645208,0.02267955
8.71150000,7.22226962,0.02236985
8.72350000,7.20876611,0.02251838
8.73550000,6.77316838,0.02284275
8.74750000,6.59221816,0.02339880
8.75950000,6.46297424,0.02402105
8.77150000,6.81934414,0.02438927
8.78350000,6.83315753,0.02449417
8.79550000,6.82227078,0.02438596
8.80750000,7.31715534,0.02530860
8.81950000,7.50355913,0.02588919
8.83150000,8.47226339,0.02660575
8.84350000,9.08145888,0.02703731
8.85550000,9.29688533,0.02710685
8.86750000,9.57362433,0.02627228
8.87950000,9.80017341,0.02688010
8.89150000,9.78970310,0.02641335
8.90350000,10.53563325,0.02625332
8.91550000,11.38878967,0.02652378
8.92750000,11.73702822,0.02582224
8.93950000,12.70425167,0.02616687
8.95150000,13.01238433,0.02523286
8.96350000,12.96180274,0.02470020
8.97550000,13.40564143,0.02487570
8.98750000,13.24468081,0.02347351
8.99950000,13.33604397,0.02332581
9.01150000,13.08614586,0.02243724
9.02350000,13.06443781,0.02205542
9.03550000,13.15694902,0.02267592
9.04750000,13.37580313,0.02274881
9.05950000,13.72654995,0.02285541
9.07150000,14.18060357,0.02290025
9.08350000,14.97136123,0.02313599
9.09550000,15.83561375,0.02370151
9.10750000,17.02875694,0.02445809
9.11950000,17.76710894,0.02454221
9.13150000,17.98836060,0.02493233
9.14350000,17.47089119,0.02550902
9.15550000,16.08614300,0.02452249
9.16750000,15.90901617,0.02407809
9.17950000,15.13667478,0.02358770
9.19150000,14.11378770,0.02364513
9.20350000,12.96988448,0.02299364
9.21550000,11.87098693,0.02244528
9.22750000,11.44366837,0.02287857
9.23950000,11.36601215,0.02255095
9.25150000,10.11743294,0.02239350
9.26350000,10.43076086,0.02247891
9.27550000,10.63932945,0.02279205
9.28750000,10.99032372,0.02349263
9.29950000,11.58265340,0.02354375
9.31150000,12.27275125,0.02371677
9.32350000,12.46595170,0.02418069
9.33550000,12.65122036,0.02433052
9.34750000,12.87693288,0.02429647
9.35950000,14.94355608,0.02575804
9.37150000,16.43612166,0.02664582
9.38350000,17.95090902,0.02757998
9.39550000,18.77834279,0.02799922
9.40750000,18.65393459,0.02813711
