8.184093310635033244e-03 3.673147361652341658e+01
1.636818662127006649e-02 3.345732917134046147e+01
2.455227993190509800e-02 2.721526318408675849e+01
3.273637324254013298e-02 1.657814170709829327e+01
4.092046655317516796e-02 2.129754897660873780e+00
4.910455986381020987e-02 2.177933607553142181e+01
5.728865317444523098e-02 3.907219169000700987e+01
6.547274648508026595e-02 5.049133794843786660e+01
7.365683979571530093e-02 5.409172530921211575e+01
8.184093310635033591e-02 5.194670914531435102e+01
9.002502641698537089e-02 5.004424990129782458e+01
9.820911972762041975e-02 5.159010563830881324e+01
1.063932130382554408e-01 5.933865843308430499e+01
1.145773063488904620e-01 7.568921376480494700e+01
1.227613996595254969e-01 9.610689383298202415e+01
1.309454929701605319e-01 1.046322314762668810e+02
1.391295862807955530e-01 8.654300818249708982e+01
1.473136795914305741e-01 5.090463457183713558e+01
1.554977729020656230e-01 6.255105710715642431e+01
1.636818662127006441e-01 1.308909705169988626e+02
1.718659595233356929e-01 2.004938501129223880e+02
1.800500528339707140e-01 2.397676178418106474e+02
1.882341461446057629e-01 2.352338149419768172e+02
1.964182394552407840e-01 1.913472243489241009e+02
2.046023327658758051e-01 1.171387951540714027e+02
2.127864260765108817e-01 2.583672084727510665e+01
2.209705193871458750e-01 6.017643711316922150e+01
2.291546126977809239e-01 1.189572508574431851e+02
2.373387060084159450e-01 1.431601388636592276e+02
2.455227993190509939e-01 1.348330070898847737e+02
2.537068926296860427e-01 1.021851943901085633e+02
2.618909859403210638e-01 6.164774539219810379e+01
2.700750792509560849e-01 3.632683203540189254e+01
2.782591725615911060e-01 3.763187562063963298e+01
2.864432658722261271e-01 5.018073485263940370e+01
2.946273591828612037e-01 7.215883563254745070e+01
3.028114524934962248e-01 9.663279749499258742e+01
3.109955458041312459e-01 1.112143831480556173e+02
3.191796391147662670e-01 1.069596729289415009e+02
3.273637324254013437e-01 8.218603972886673148e+01
3.355478257360363648e-01 6.602318957812057931e+01
3.437319190466713859e-01 1.008962051678611402e+02
3.519160123573064070e-01 1.484424605767355558e+02
3.601001056679414281e-01 1.812351773107246515e+02
3.682841989785765047e-01 1.870148455627025044e+02
3.764682922892115258e-01 1.594297751581731006e+02
3.846523855998464914e-01 1.073219817213169307e+02
3.928364789104815680e-01 5.417455227641343640e+01
4.010205722211165891e-01 4.371654953996441861e+01
4.092046655317516657e-01 7.037729983589795779e+01
4.173887588423866868e-01 8.264200970661261181e+01
4.255728521530217634e-01 7.296821244959113528e+01
4.337569454636567290e-01 5.016337679351434531e+01
4.419410387742917501e-01 2.588559629955348029e+01
4.501251320849268267e-01 1.455071880354463865e+01
4.583092253955618478e-01 1.697704693012763144e+01
4.664933187061968689e-01 1.291839608878296275e+01
4.746774120168318900e-01 6.549747864989980073e+00
4.828615053274669111e-01 1.625300432979281950e+01
4.910455986381019877e-01 2.680798349883005116e+01
4.992296919487369533e-01 3.054057648468590358e+01
5.074137852593720854e-01 2.636854120025259007e+01
5.155978785700071620e-01 1.725520189771615875e+01
5.237819718806421276e-01 6.254479890216487092e+00
5.319660651912772042e-01 5.007115105172937675e+00
5.401501585019122809e-01 1.473512095794644594e+01
5.483342518125472465e-01 2.378532922079567413e+01
5.565183451231823231e-01 3.057742021421820766e+01
5.647024384338172887e-01 3.238569594735648138e+01
5.728865317444523653e-01 2.827526690627526662e+01
5.810706250550874419e-01 1.877994197997348991e+01
5.892547183657224075e-01 1.037206721251511787e+01
5.974388116763574841e-01 1.803039800673068527e+01
6.056229049869924497e-01 2.730738343354383701e+01
6.138069982976275263e-01 3.086259679586925486e+01
6.219910916082626029e-01 2.775595867316485865e+01
6.301751849188975685e-01 2.003596394808423042e+01
6.383592782295326451e-01 1.422655953258222716e+01
6.465433715401677217e-01 1.396928694584878095e+01
6.547274648508026873e-01 1.325467014959687440e+01
6.629115581614377639e-01 8.803862670859336603e+00
6.710956514720727295e-01 6.320968381597307229e+00
6.792797447827078061e-01 1.430323566016080150e+01
6.874638380933428827e-01 2.100082464194852605e+01
6.956479314039778483e-01 2.231525710321465183e+01
7.038320247146129249e-01 1.804612104692593277e+01
7.120161180252478905e-01 1.102643819621658494e+01
7.202002113358829671e-01 1.027754701998102327e+01
7.283843046465180437e-01 1.511888076462842534e+01
7.365683979571530093e-01 1.623657140228127460e+01
7.447524912677880859e-01 1.185057164533406215e+01
7.529365845784230515e-01 3.552392325247024196e+00
7.611206778890581282e-01 5.916551874990709337e+00
7.693047711996932048e-01 1.230906449258677426e+01
7.774888645103281704e-01 1.346129373491869252e+01
7.856729578209633580e-01 9.136429124279917602e+00
7.938570511315982126e-01 4.159653005620412181e+00
8.020411444422331781e-01 1.065559280855982927e+01
8.102252377528683658e-01 1.683258455604762815e+01
8.184093310635033314e-01 1.816852971965046848e+01
8.265934243741384080e-01 1.409023653187847103e+01
8.347775176847734846e-01 6.316527665455969220e+00
8.429616109954084502e-01 3.683618262267017052e+00
8.511457043060435268e-01 9.360802941127809973e+00
8.593297976166784924e-01 1.068724344863495723e+01
8.675138909273135690e-01 7.238296520103538967e+00
8.756979842379486456e-01 3.924595201459613047e+00
8.838820775485835002e-01 9.261731850651651499e+00
8.920661708592186878e-01 1.341659581863080142e+01
9.002502641698536534e-01 1.273819784138555455e+01
9.084343574804886190e-01 6.943362467819716777e+00
9.166184507911236956e-01 3.323134621961618240e+00
9.248025441017588832e-01 1.219924064530171037e+01
9.329866374123937378e-01 1.824298676388957929e+01
9.411707307230287034e-01 1.881797947184480790e+01
9.493548240336637800e-01 1.355075866150915331e+01
9.575389173442990787e-01 4.436289512175919825e+00
9.657230106549338222e-01 6.284517199440339930e+00
9.739071039655691209e-01 1.349560540336751835e+01
9.820911972762039754e-01 1.562579810406103498e+01
9.902752905868389410e-01 1.204628038632445985e+01
9.984593838974741287e-01 5.078234666845021117e+00
1.006643477208108983e+00 6.909079598034765013e+00
1.014827570518743949e+00 1.339961961791342659e+01
1.023011663829379136e+00 1.571248324668305862e+01
1.031195757140014102e+00 1.261735321823023703e+01
1.039379850450649068e+00 5.336903499885139901e+00
1.047563943761284255e+00 3.574517628339520137e+00
1.055748037071919221e+00 1.055244121270131785e+01
1.063932130382554186e+00 1.358477217266025150e+01
1.072116223693189374e+00 1.182821750686788675e+01
1.080300317003824340e+00 6.727665182824728696e+00
1.088484410314459305e+00 4.098700211890581535e+00
1.096668503625094493e+00 7.554899733838355225e+00
1.104852596935729458e+00 8.648426847417505670e+00
1.113036690246364424e+00 5.542109674774365224e+00
1.121220783556999390e+00 1.324474847106298592e+00
1.129404876867634577e+00 7.987544484492475227e+00
1.137588970178269543e+00 1.294031409754421524e+01
1.145773063488904508e+00 1.381924354374611674e+01
1.153957156799539696e+00 1.020948827123521241e+01
1.162141250110174662e+00 5.122424700923014385e+00
1.170325343420809627e+00 8.287699338060459553e+00
1.178509436731444815e+00 1.363705711860893821e+01
1.186693530042079781e+00 1.527886448635037731e+01
1.194877623352714746e+00 1.216731550195837919e+01
1.203061716663349712e+00 6.114721682074090836e+00
1.211245809973984899e+00 6.148004490049238768e+00
1.219429903284619865e+00 1.160425785874695492e+01
1.227613996595254831e+00 1.385120419886913368e+01
1.235798089905890018e+00 1.130548363628233055e+01
1.243982183216524984e+00 4.832437916146761658e+00
1.252166276527159949e+00 3.444254165871412532e+00
1.260350369837795137e+00 1.005953186143272227e+01
1.268534463148430103e+00 1.315666875242598621e+01
1.276718556459065068e+00 1.183977356138620962e+01
1.284902649769700256e+00 7.792219890958929085e+00
1.293086743080335221e+00 7.186435505588835149e+00
1.301270836390970187e+00 1.118413433133587098e+01
1.309454929701605153e+00 1.333338943309872704e+01
1.317639023012240340e+00 1.132137058954834785e+01
1.325823116322875306e+00 5.543561447466961667e+00
1.334007209633510271e+00 2.345007247623466906e+00
1.342191302944145459e+00 8.762111618314232686e+00
1.350375396254780425e+00 1.218325508715283867e+01
1.358559489565415390e+00 1.129705705316357189e+01
1.366743582876050578e+00 6.548787840518299319e+00
1.374927676186685543e+00 2.892139355333323003e-01
1.383111769497320509e+00 6.102200679328405819e+00
1.391295862807955475e+00 9.344617021572599214e+00
1.399479956118590662e+00 8.833000413890697899e+00
1.407664049429225628e+00 5.669284136884115810e+00
1.415848142739860593e+00 5.580973066930859261e+00
1.424032236050495781e+00 9.651266245650981901e+00
1.432216329361130747e+00 1.201013626294357195e+01
1.440400422671765712e+00 1.072353624190782995e+01
1.448584515982400678e+00 6.314544239044418639e+00
1.456768609293035865e+00 4.188318768050773855e+00
1.464952702603670831e+00 8.867866910429496485e+00
1.473136795914306019e+00 1.218375216080359280e+01
1.481320889224940984e+00 1.181667878062780730e+01
1.489504982535575950e+00 7.847866916303098073e+00
1.497689075846210915e+00 2.819909969274022377e+00
1.505873169156846103e+00 5.717067876712403240e+00
1.514057262467480847e+00 9.416027726034670309e+00
1.522241355778116034e+00 9.778842303091899169e+00
1.530425449088751222e+00 6.620358624287949745e+00
1.538609542399385965e+00 1.652474466110514850e+00
1.546793635710021153e+00 4.905357216837985312e+00
1.554977729020656341e+00 8.801547115706329194e+00
1.563161822331291306e+00 9.710420690002065314e+00
