7.173674407556927986e-03 2.789781684431824550e-04
1.434734881511385597e-02 2.895159002007900045e-04
2.152102322267078482e-02 3.107168482918445896e-04
2.869469763022771194e-02 3.460257355567306721e-04
3.586837203778464600e-02 3.868510430781334675e-04
4.304204644534157659e-02 3.896233594717090384e-04
5.021572085289850024e-02 3.244741822318283116e-04
5.738939526045542389e-02 2.386056499060394090e-04
6.456306966801235447e-02 1.523528868338512219e-04
7.173674407556927812e-02 1.075348312900552424e-04
7.891041848312621565e-02 2.333023292724358520e-04
8.608409289068313930e-02 4.450282304477884920e-04
9.325776729824006295e-02 6.764582536407254005e-04
1.004314417057970005e-01 8.465719421116731352e-04
1.076051161133539380e-01 9.093412676649701917e-04
1.147787905209108478e-01 8.896667581158280384e-04
1.219524649284677714e-01 8.090297341211629030e-04
1.291261393360247089e-01 6.640697709751694358e-04
1.362998137435816326e-01 4.782496402376096539e-04
1.434734881511385840e-01 3.612240052044123095e-04
1.506471625586955077e-01 4.068387074190742440e-04
1.578208369662524313e-01 4.917563603406371973e-04
1.649945113738093549e-01 5.001254863191380903e-04
1.721681857813662786e-01 4.008086053652276204e-04
1.793418601889232022e-01 1.991460574007720497e-04
1.865155345964801259e-01 2.171446380850058195e-04
1.936892090040370495e-01 5.574131910777894256e-04
2.008628834115940009e-01 8.512309036232558858e-04
2.080365578191509246e-01 1.014016792297510331e-03
2.152102322267078760e-01 9.939363133328535382e-04
2.223839066342647997e-01 7.517597185600145056e-04
2.295575810418216955e-01 3.260903433049309953e-04
2.367312554493786747e-01 3.306242068518350425e-04
2.439049298569355428e-01 8.634918575276471749e-04
2.510786042644925220e-01 1.334595354300003233e-03
2.582522786720494734e-01 1.629104592920941003e-03
2.654259530796063693e-01 1.677983827144421611e-03
2.725996274871633207e-01 1.515290524946848010e-03
2.797733018947202721e-01 1.241763876053029059e-03
2.869469763022771680e-01 9.481735895442525716e-04
2.941206507098341194e-01 7.083624727041441978e-04
3.012943251173910153e-01 5.611087251082462826e-04
3.084679995249479667e-01 4.426466979670517663e-04
3.156416739325049181e-01 2.668950728763408789e-04
3.228153483400618140e-01 1.169357072242249745e-04
3.299890227476187654e-01 3.342589694469686487e-04
3.371626971551756613e-01 5.925896163056271117e-04
3.443363715627326127e-01 7.764282805260762322e-04
3.515100459702895086e-01 8.324843072782711672e-04
3.586837203778464600e-01 7.554232996506976680e-04
3.658573947854034114e-01 5.925201086952179997e-04
3.730310691929602518e-01 4.243545718461630293e-04
3.802047436005172587e-01 3.607994489889100424e-04
3.873784180080740991e-01 3.816241546021792615e-04
3.945520924156311060e-01 3.545739894489653146e-04
4.017257668231880574e-01 2.556492910904638446e-04
4.088994412307449533e-01 2.213805208950744678e-04
4.160731156383018492e-01 4.088492127678483449e-04
4.232467900458588006e-01 6.230396276103521798e-04
4.304204644534157520e-01 7.399174720121878910e-04
4.375941388609726479e-01 7.257388977727080321e-04
4.447678132685295993e-01 5.946916865831728587e-04
4.519414876760865507e-01 4.180359472768612589e-04
4.591151620836433911e-01 3.382241102961486582e-04
4.662888364912004535e-01 3.867644142622256504e-04
4.734625108987573494e-01 4.287725878218187885e-04
4.806361853063142453e-01 3.947311272987433228e-04
4.878098597138711967e-01 2.928647479571923232e-04
4.949835341214281481e-01 2.114726553791090120e-04
5.021572085289850440e-01 2.432607321666471604e-04
